,name,price,size,cpu_com,cpu_gen,cpu_type,cpu,core,OS,pixel,display,ram_type,ram,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
236,MSI GF시리즈 GF75 Thin 10UEK-i7,"1,519,850",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,MAX-Q,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
237,레노버 LEGION 5i 17IMH I7 Ultra 1660Ti W10P,"1,548,000",43.9cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10 프로,1920x1080(FHD),300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,8GB,M.2(NVMe),256GB,GTX1660 Ti,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB Type-C,USB 3.0
238,MSI 써밋 B14 A11M 32GB램,"1,182,190",35.56cm(14인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),sRGB,약 100%,300nit,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,TPM,고속충전
239,LG전자 2021 그램16 16ZD90P-GX70K,"1,692,620",40.6cm(16인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),미포함(프리도스),2560x1600(WQXGA),DCI-P3,99%,IPS,광시야각,슬림형 베젤,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,UFS,키보드 라이트,MIL-STD,USB-PD,ㅗ형 방향키
240,레노버 요가 Slim7-14ARE R7,"1,169,000",35.56cm(14인치),AMD,라이젠7-3세대,르누아르,4700U (2.0GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,100%,300nit,IPS,광시야각,슬림형 베젤,16GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠,USB 3.1 Type-C,USB Type-C,USB 3.0,얼굴 인식,고속충전
241,MSI GF시리즈 GF65 Thin 9SEXR 32GB램,"1,352,390",39.62cm(15.6인치),인텔,코어i7-9세대,커피레이크-R,i7-9750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0
242,MSI 모던시리즈 모던14 B10MW-i5 블루 스톤 WIN10,"748,550",35.56cm(14인치),인텔,코어i5-10세대,코멧레이크,i5-10210U (1.6GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),250nit,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB 3.1 Type-C,USB 2.0,키보드 라이트,ㅗ형 방향키,배터리,52Wh
243,MSI GF시리즈 GF65 Thin 10UE-i7 32GB램,"1,567,510",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,MAX-Q,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
244,삼성전자 노트북 플러스2 NT550XDZ-AD1AG,"449,000",39.6cm(15.6인치),인텔,셀러론,타이거레이크,듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),눈부심방지,슬림형 베젤,DDR4,4GB,M.2(NVMe),256GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,TPM,ㅗ형 방향키,숫자 키패드(3열),배터리,43Wh
245,MSI 모던시리즈 모던14 B11M-i7 베이지 무스,"879,880",35.56cm(14인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,고속충전,USB-PD,ㅗ형 방향키,배터리
246,HP 엔비 x360 15-ed1502TU,"1,761,130",39.62cm(15.6인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,3840x2160(4K UHD),sRGB,100%,400nit,IPS,OLED,광시야각,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB Type-C,USB 3.0,키보드 라이트
247,한성컴퓨터 TFX255GS 아방가르드,"1,099,000",39.62cm(15.6인치),인텔,코어i7-9세대,커피레이크-R,i7-9750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),sRGB,100%,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),500GB,GTX1650,VRAM:4GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0,USB 2.0
248,MSI GF시리즈 GF75 Thin 10SCSR,"1,173,490",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
249,레노버 LEGION 5Pi 15IMH I7 HYPER 1660Ti W10P,"1,298,950",39.6cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10 프로,1920x1080(FHD),300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1660 Ti,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,USB Type-C,USB 3.0
250,한성컴퓨터 올데이롱 TFX255S,"799,000",39.62cm(15.6인치),인텔,코어i5-10세대,코멧레이크,i5-10210U (1.6GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),sRGB,100%,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),500GB,MX250,VRAM:2GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,USB 2.0
251,GIGABYTE AORUS 17G YC i7,"3,082,710",43.9cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10870H (2.2GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,72%,300nit,300Hz,IPS,광시야각,슬림형 베젤,DDR4,32GB,M.2(NVMe),1TB,MAX-Q,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.1,mini DP
252,ASUS ROG STRIX G713QM-HX015 WIN10,"1,899,000",43.94cm(17.3인치),AMD,라이젠7-4세대,세잔,5800H (3.2GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),250nit,144Hz,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),1TB,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.0,RGB 라이트,USB-PD,ㅗ형 방향키
253,MSI GF시리즈 GF65 Thin 9SEXR 프로,"1,298,990",39.62cm(15.6인치),인텔,코어i7-9세대,커피레이크-R,i7-9750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0
254,GIGABYTE AERO 15 OLED YC,"4,299,000",39.62cm(15.6인치),인텔,코어i9-10세대,코멧레이크,i9-10980HK (2.4GHz),옥타코어,운영체제(OS),미포함(프리도스),3840x2160(4K UHD),DCI-P3,100%,400nit,OLED,와이드뷰,슬림형 베젤,DDR4,64GB,M.2(NVMe),2TB,MAX-Q,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.1,mini DP,웹캠
255,ACER Swift 3X SF314-510G 비주얼 i5 MAX,"961,220",35.56cm(14인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,72%,300nit,IPS,광시야각,슬림형 베젤,16GB,M.2(NVMe),512GB,VRAM:4GB,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB 3.1 Type-C,USB 3.0,키보드 라이트,USB-PD
256,MSI GP시리즈 GP65 Leopard 10SDK,"1,249,000",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,GTX1660 Ti,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,mini DP,웹캠(HD),USB 3.1 Type-C
257,Razer BLADE 15 Base 10Gen R3070 QHD,"2,890,000",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,2560x1440(QHD),DCI-P3,100%,165Hz,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.1,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1
258,ASUS ROG 제피러스 G14 GA401IV-HA116T,"1,976,950",35.56cm(14인치),AMD,라이젠9-3세대,르누아르,4900HS (3.3GHz),옥타코어,운영체제(OS),윈도우10,2560x1440(QHD),NTSC,72%,300nit,눈부심방지,DDR4,16GB,M.2(NVMe),1TB,RTX2060,MAX-Q,VRAM:6GB,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.0,키보드 라이트,USB-PD
259,MSI 모던시리즈 모던14 B11M-i5 블루 스톤,"782,000",35.56cm(14인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,고속충전,USB-PD,ㅗ형 방향키,배터리
260,MSI 크리에이터 17M A10SE-i7 32GB램,"1,683,590",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
261,ASUS ROG 제피러스 G14 GA401IV-HA033,"1,849,000",35.56cm(14인치),AMD,라이젠9-3세대,르누아르,4900HS (3.3GHz),옥타코어,운영체제(OS),미포함(프리도스),2560x1440(QHD),NTSC,72%,300nit,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),1TB,RTX2060,MAX-Q,VRAM:6GB,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.0,키보드 라이트
262,MSI Stealth 15M A11SEK 카본 그레이 32GB램,"1,848,270",39.62cm(15.6인치),인텔,코어i7-11세대,타이거레이크,i7-1185G7 (3.0GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,RTX2060,MAX-Q,VRAM:6GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.0,RGB 라이트
263,삼성전자 노트북 플러스2 NT550XDZ-AD2AW,"549,000",39.6cm(15.6인치),인텔,펜티엄 골드,타이거레이크,듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),눈부심방지,슬림형 베젤,DDR4,4GB,M.2(NVMe),256GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,TPM,ㅗ형 방향키,숫자 키패드(3열),배터리,43Wh
264,MSI GF시리즈 GF75 Thin 10SC WIN10 16GB램,"1,408,870",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,GTX1650,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
265,레노버 게이밍 3i 15IMH I7 LEGEND,"1,048,290",39.6cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),120Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1650,VRAM:4GB,유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB Type-C,USB 3.0
266,MSI GF시리즈 GF75 Thin 10UEK-i7 WIN10 16GB램,"1,685,890",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,MAX-Q,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
267,한성컴퓨터 TFX5470UC,"839,000",39.62cm(15.6인치),AMD,라이젠7-3세대,르누아르,4700U (2.0GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,72%,sRGB,100%,300nit,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),500GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C
268,한성컴퓨터 TFG7076XSW,"1,879,000",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10875H (2.3GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,sRGB,100%,300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),500GB,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.1
269,MSI Stealth 15M A11UEK 카본 그레이 WIN10 32GB램,"2,202,470",39.62cm(15.6인치),인텔,코어i7-11세대,타이거레이크,쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,MAX-Q,VRAM:6GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.0,RGB 라이트,고속충전
270,MSI GP시리즈 GP75 Leopard 10SEK 32GB램,"1,739,990",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,mini DP,웹캠(HD),USB 3.1 Type-C
271,MSI GS시리즈 GS66 Stealth 10UG 32GB램,"2,907,440",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10870H (2.2GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,300Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,MAX-Q,VRAM:8GB,기가비트 유선랜,HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.1,RGB 라이트
272,삼성전자 노트북 플러스2 NT550XDZ-GD5AG,"1,049,000",39.6cm(15.6인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,VRAM:2GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,TPM,ㅗ형 방향키,숫자 키패드(3열)
273,Razer BLADE 15 Base 10Gen R60,"2,299,000",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,100%,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),썬더볼트3
274,MSI GE시리즈 GE75 레이더 10SFS WIN10 64GB램,"2,382,790",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10875H (2.3GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),300nit,240Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,64GB,M.2(NVMe),512GB,RTX2070 SUPER,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,mini DP,웹캠(HD),USB 3.1 Type-C
275,레노버 V15 G2 82KD000WKR,"649,000",39.62cm(15.6인치),AMD,라이젠5-4세대,루시엔,5500U (2.1GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,45%,250nit,TN,눈부심방지,슬림형 베젤,DDR4,4GB,M.2(NVMe),256GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0,USB 2.0
276,MSI 모던시리즈 모던14 B10MW-i3 16GB램,"666,910",35.56cm(14인치),인텔,코어i3-10세대,코멧레이크,i3-10110U (2.1GHz),듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,SSD,256GB,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB 3.1 Type-C,USB 2.0,키보드 라이트,ㅗ형 방향키,배터리,52Wh
277,ASUS 비보북 S14 S433EA-AM605,"859,000",35.56cm(14인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),sRGB,62.5%,250nit,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,USB 2.0,키보드 라이트,지문 인식
278,삼성전자 노트북 플러스2 NT560XDZ-G58A,"1,269,000",39.6cm(15.6인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1650 Ti,MAX-Q,VRAM:4GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0
279,레노버 게이밍 3i 15IMH I5 LEGEND PRO,"899,000",39.6cm(15.6인치),인텔,코어i5-10세대,코멧레이크,i5-10300H (2.5GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),120Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1650 Ti,VRAM:4GB,유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB Type-C,USB 3.0
280,레노버 요가 Slim7 Carbon13ITL5 82EV002UKR,"1,159,000",33.7cm(13인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),NTSC,72%,sRGB,100%,300nit,IPS,광시야각,눈부심방지,슬림형 베젤,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),웹캠,USB 3.1 Type-C,키보드 라이트,MIL-STD
281,삼성전자 노트북 플러스2 NT560XDA-XC58,"1,428,690",39.6cm(15.6인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1650 Ti,MAX-Q,VRAM:4GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0
282,MSI 모던시리즈 모던14 B10MW-i5 카본 그레이 WIN10,"827,070",35.56cm(14인치),인텔,코어i5-10세대,코멧레이크,i5-10210U (1.6GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),300nit,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB 3.1 Type-C,USB 2.0,키보드 라이트,ㅗ형 방향키,배터리,52Wh
283,주연테크 캐리북T J3GP Pro,"379,000",33.78cm(13.3인치),인텔,펜티엄 실버,제미니레이크,N5000 (1.1GHz),쿼드코어,운영체제(OS),윈도우10 프로,1920x1080(FHD),sRGB,100%,300nit,IPS,광시야각,슬림형 베젤,터치스크린,LPDDR4(온보드),4GB,eMMC,64GB,UHD 605,802.11ac(Wi-Fi 5),웹캠,USB Type-C,USB 3.0,지문 인식
284,MSI 써밋 B15 A11M,"1,148,990",39.62cm(15.6인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),sRGB,약 100%,300nit,광시야각,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,지문 인식,TPM,USB-PD
285,ASUS TUF Gaming A17 FA706II-H7023 16GB램,"1,229,090",43.94cm(17.3인치),AMD,라이젠7-3세대,르누아르,4800H (2.9GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,45%,250nit,120Hz,눈부심방지,DDR4,16GB,M.2(NVMe),512GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI 2.0,웹캠(HD),USB 3.1 Type-C,USB 3.0
286,MSI 크리에이터 17M A10SD-i7 WIN10,"1,580,070",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,GTX1660 Ti,MAX-Q,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C
287,레노버 LEGION 5 15ARH R5 ZEN W10P,"998,990",39.6cm(15.6인치),AMD,라이젠5-3세대,르누아르,4600H (3.0GHz),헥사코어,운영체제(OS),윈도우10 프로,1920x1080(FHD),250nit,120Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1650,VRAM:4GB,유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB Type-C
288,MSI 크리에이터 17 A10SE HDR WIN10 32GB램,"2,053,440",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,3840x2160(4K UHD),DCI-P3,100%,1180nit,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3
289,MSI 크리에이터 15M A10SE-i7,"1,498,990",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
290,ASUS ROG 제피러스 G14 GA401II-HE150T,"1,699,000",35.56cm(14인치),AMD,라이젠7-3세대,르누아르,4800HS (2.9GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,300nit,120Hz,눈부심방지,DDR4,8GB,M.2(NVMe),512GB,GTX1650 Ti,VRAM:4GB,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.0,키보드 라이트,USB-PD
291,ASUS 비보북 S15 S533EQ-BQ025,"840,060",39.62cm(15.6인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),sRGB,62.5%,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,MX350,VRAM:2GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,USB 2.0,키보드 라이트
292,한성컴퓨터 TFX5450UCW,"869,000",39.62cm(15.6인치),AMD,라이젠5-3세대,르누아르,4500U (2.3GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,sRGB,100%,260nit,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),500GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C
293,레노버 아이디어패드 Slim5-15ITL Premiere i7 WIN10,"1,128,950",39.6cm(15.6인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),300nit,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,VRAM:2GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,키보드 라이트,고속충전
294,MSI 모던시리즈 모던14 B11M-i5 카본 그레이 16GB램,"918,750",35.56cm(14인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,고속충전,USB-PD,ㅗ형 방향키,배터리
295,ASUS ROG 제피러스 G14 GA401II-HE047,일시품절,35.56cm(14인치),AMD,라이젠7-3세대,르누아르,4800HS (2.9GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,72%,300nit,120Hz,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,GTX1650 Ti,VRAM:4GB,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.0,키보드 라이트
